OverallQual;OverallCond;RoofMatl;roofDummy;MasVnrArea;ExterQual;extDummy;BsmtExposure;BsmtFinSF1;stFlrSF;ndFlrSF;KitchenQual;SalePrice;LotArea;Condition2;Neighborhood
10;5;CompShg;0;0;Gd;0;Av;2096;2411;2065;Ex;745000;15623;Norm;NoRidge
5;6;CompShg;0;0;TA;1;No;821;1130;0;TA;120000;10800;Norm;OldTown
5;4;CompShg;0;226;TA;1;Gd;1159;1572;0;TA;186700;35133;Norm;Timber
5;7;CompShg;0;0;TA;1;No;392;949;272;TA;104900;9738;Norm;Edwards
3;5;CompShg;0;0;TA;1;Mn;440;1014;685;TA;95000;10615;Artery;OldTown
8;5;CompShg;0;0;Gd;0;No;1456;1624;0;Gd;262000;12461;Norm;NoRidge
7;5;CompShg;0;95;Gd;0;No;0;831;829;Gd;195000;8935;Norm;CollgCr
7;5;CompShg;0;0;TA;1;No;0;1028;776;Gd;189000;7500;Norm;Gilbert
4;4;CompShg;0;149;TA;1;Av;1159;1622;0;TA;168000;32463;Norm;Mitchel
8;5;CompShg;0;456;Gd;0;No;0;764;677;Gd;174000;2645;Norm;Somerst
5;8;CompShg;0;0;TA;1;Mn;0;842;630;Gd;125000;9600;Norm;OldTown
6;5;CompShg;0;425;TA;1;No;883;1224;0;TA;165000;4500;Norm;Mitchel
6;7;CompShg;0;143;TA;1;No;371;663;689;TA;158000;9364;Norm;Sawyer
6;5;CompShg;0;0;TA;1;No;0;728;728;Gd;176000;8029;Norm;Gilbert
7;5;CompShg;0;0;Gd;0;Av;0;879;984;Gd;219210;14054;Norm;Gilbert
7;6;CompShg;0;0;TA;1;No;0;815;875;TA;144000;8850;Norm;OldTown
7;5;CompShg;0;0;Gd;0;No;0;1212;0;Gd;178000;9100;Norm;CollgCr
4;5;CompShg;0;51;TA;1;No;547;1382;0;TA;148000;11235;Norm;Sawyer
4;5;CompShg;0;0;TA;1;No;0;864;0;TA;116050;9353;Norm;NAmes
7;5;CompShg;0;0;TA;1;Av;0;866;913;Gd;197900;10400;Norm;CollgCr
5;8;CompShg;0;0;TA;1;No;0;884;464;TA;117000;6000;Norm;BrkSide
7;5;CompShg;0;171;Gd;0;No;0;1630;0;Gd;213000;9750;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;788;1074;0;TA;153500;10140;Norm;NWAmes
7;7;CompShg;0;234;Gd;0;Mn;485;2196;0;Gd;271900;14684;Norm;SawyerW
4;4;CompShg;0;0;TA;1;No;1056;1056;0;TA;107000;8900;Norm;SawyerW
6;5;CompShg;0;120;Gd;0;Av;340;1700;0;Gd;200000;9135;Norm;CollgCr
5;7;CompShg;0;0;TA;1;No;504;1283;0;TA;140000;7763;Norm;NAmes
8;5;CompShg;0;420;Gd;0;Mn;1220;1660;0;Gd;290000;10182;Norm;Somerst
6;5;CompShg;0;0;Gd;0;No;0;1055;790;Gd;189000;11218;Norm;SawyerW
8;7;CompShg;0;0;Gd;0;Av;427;1080;672;TA;164000;12134;Norm;Gilbert
4;6;CompShg;0;0;TA;1;No;344;672;0;TA;113000;9340;Norm;Edwards
4;9;CompShg;0;0;TA;1;Av;648;960;0;TA;145000;10246;Norm;Sawyer
5;5;CompShg;0;0;TA;1;Av;784;999;0;TA;134500;10205;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;180;894;0;TA;125000;7094;Norm;Sawyer
6;5;CompShg;0;0;TA;1;NA;0;1318;584;TA;112000;8930;Norm;Sawyer
8;5;CompShg;0;72;Gd;0;Mn;936;1314;0;Gd;229456;8640;Norm;Somerst
4;5;CompShg;0;0;TA;1;NA;0;672;240;TA;80500;6240;Norm;BrkSide
6;5;CompShg;0;236;TA;1;No;0;672;546;TA;91500;1680;Norm;BrDale
5;5;CompShg;0;0;TA;1;No;312;912;0;TA;115000;7800;Norm;NAmes
5;5;CompShg;0;0;TA;1;No;250;1211;0;TA;134000;8250;Norm;Sawyer
6;6;CompShg;0;320;TA;1;Mn;196;1168;678;TA;143000;10496;Norm;NAmes
5;3;CompShg;0;44;TA;1;No;756;2136;0;TA;137900;10680;Norm;NAmes
7;5;CompShg;0;0;Gd;0;Av;724;788;702;Gd;184000;15384;Norm;Gilbert
6;8;CompShg;0;63;TA;1;Av;507;1138;0;TA;145000;10482;Norm;NAmes
6;5;CompShg;0;74;Gd;0;Mn;0;894;1039;Gd;214000;14598;Norm;Somerst
5;8;CompShg;0;300;TA;1;No;595;912;0;Gd;147000;8872;Norm;NAmes
9;5;CompShg;0;766;Ex;2;No;1540;1702;0;Ex;367294;8769;Norm;NridgHt
5;5;CompShg;0;0;TA;1;No;666;1507;0;TA;127000;7910;Norm;NAmes
5;5;CompShg;0;1;TA;1;No;498;1361;1259;TA;190000;18890;RRAe;Sawyer
5;6;CompShg;0;120;TA;1;Av;803;1190;0;TA;132500;7728;Norm;NAmes
4;5;CompShg;0;0;TA;1;NA;0;1224;0;TA;101800;9842;Norm;NAmes
5;5;CompShg;0;180;TA;1;No;1000;1188;0;TA;142000;12160;Norm;NAmes
5;6;CompShg;0;0;TA;1;Av;0;1024;940;TA;130000;8525;Norm;SWISU
5;5;CompShg;0;0;TA;1;Mn;0;892;892;TA;138887;13132;Norm;Crawfor
7;5;CompShg;0;106;Gd;0;No;0;764;862;Gd;175500;2628;Norm;NridgHt
7;5;CompShg;0;0;Gd;0;No;0;847;1101;Gd;195000;12393;Norm;CollgCr
6;5;CompShg;0;0;Gd;0;No;0;1141;0;TA;142500;13072;Norm;SawyerW
8;5;CompShg;0;32;Gd;0;Av;428;1484;0;Ex;265900;9037;Norm;Timber
7;5;CompShg;0;252;Gd;0;No;550;884;884;Gd;224900;8158;Norm;CollgCr
7;6;CompShg;0;0;Gd;0;Av;0;1689;0;Gd;248328;9849;Norm;Somerst
7;6;CompShg;0;81;TA;1;Gd;885;1173;0;Gd;170000;10625;Norm;NWAmes
10;5;CompShg;0;NA;Ex;2;Gd;1386;2076;0;Ex;465000;13891;Norm;NridgHt
8;7;CompShg;0;0;TA;1;No;0;792;725;Gd;230000;11435;Norm;Crawfor
6;7;CompShg;0;74;TA;1;No;0;1140;728;TA;178000;12090;Norm;NWAmes
7;5;CompShg;0;0;Gd;0;No;0;756;797;Gd;186500;8125;Norm;Somerst
6;5;CompShg;0;335;TA;1;Av;539;1034;0;TA;169900;12328;Norm;Mitchel
6;5;CompShg;0;0;TA;1;No;319;1134;924;TA;129500;9600;Norm;OldTown
5;7;CompShg;0;0;TA;1;No;534;988;0;TA;119000;7200;Norm;NAmes
7;5;CompShg;0;0;Gd;0;No;1065;2110;0;Ex;244000;11160;Norm;NAmes
7;5;CompShg;0;163;Gd;0;No;0;1405;0;Gd;171750;3136;Norm;NridgHt
5;6;CompShg;0;0;TA;1;No;510;874;0;TA;130000;9858;Norm;Mitchel
7;7;CompShg;0;0;Gd;0;Gd;125;1516;651;Gd;294000;17542;Norm;Veenker
7;5;CompShg;0;92;Gd;0;No;0;760;896;Gd;165400;6931;Norm;Edwards
6;6;CompShg;0;0;TA;1;No;425;959;408;TA;127500;6240;Norm;BrkSide
8;5;CompShg;0;554;Gd;0;Gd;1314;1987;0;Gd;301500;14303;Norm;NoRidge
5;8;CompShg;0;0;TA;1;No;0;864;0;TA;99900;4060;Norm;Edwards
7;5;CompShg;0;182;Gd;0;Gd;655;1166;0;Gd;190000;9587;Norm;Gilbert
6;8;CompShg;0;0;TA;1;No;602;1054;0;TA;151000;9750;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;0;892;783;TA;181000;24682;Norm;Gilbert
5;6;CompShg;0;0;TA;1;No;504;1050;0;TA;128900;9600;Norm;NAmes
4;5;CompShg;0;0;TA;1;Av;0;1104;684;TA;161500;11250;Norm;ClearCr
6;6;CompShg;0;0;TA;1;No;0;1060;764;TA;180500;13515;Norm;BrkSide
6;5;CompShg;0;0;Gd;0;No;266;1337;0;Gd;181000;4060;Norm;NAmes
7;5;CompShg;0;218;Gd;0;No;450;713;739;Gd;183900;3735;Norm;Somerst
7;4;CompShg;0;0;Fa;3;No;0;964;925;TA;122000;10120;Norm;OldTown
9;5;CompShg;0;0;Ex;2;Gd;0;2018;0;Ex;378500;13214;Norm;Timber
8;9;CompShg;0;632;TA;1;Mn;192;1968;1479;Gd;381000;14100;Norm;Crawfor
5;5;CompShg;0;180;TA;1;No;460;874;650;TA;144000;11344;Norm;NAmes
7;6;WdShake;3;0;Gd;0;Gd;1258;1332;192;Gd;260000;23595;Norm;ClearCr
6;7;CompShg;0;0;TA;1;No;0;1489;0;Gd;185750;9156;Norm;NWAmes
5;6;CompShg;0;114;TA;1;No;560;935;0;TA;137000;13526;Norm;Sawyer
6;7;CompShg;0;84;TA;1;Av;719;1357;0;Ex;177000;11512;Norm;Edwards
5;6;CompShg;0;0;TA;1;No;0;661;589;TA;139000;5362;Norm;Crawfor
5;5;Roll;5;567;TA;1;No;220;928;992;TA;137000;11345;Norm;NAmes
6;6;CompShg;0;0;TA;1;No;593;735;660;TA;162000;12936;Norm;NWAmes
6;5;CompShg;0;359;TA;1;Av;528;1724;0;TA;197900;17871;Norm;NWAmes
8;5;CompShg;0;NA;Gd;0;No;804;1128;903;Gd;237000;9473;Norm;CollgCr
4;4;CompShg;0;0;TA;1;No;0;698;430;TA;68400;7500;Norm;IDOTRR
7;5;CompShg;0;110;Gd;0;No;788;1573;0;Gd;227000;9808;Norm;CollgCr
7;5;CompShg;0;54;TA;1;No;1053;1339;0;TA;180000;8049;Norm;Timber
5;7;CompShg;0;0;TA;1;Mn;532;1040;0;Gd;150500;8800;Norm;CollgCr
6;5;CompShg;0;0;TA;1;Av;0;912;912;TA;139000;9400;Norm;Mitchel
6;7;CompShg;0;0;TA;1;No;0;1699;748;Gd;169000;9638;Norm;SWISU
6;6;CompShg;0;0;TA;1;No;0;825;587;TA;132500;6000;Norm;BrkSide
6;5;CompShg;0;451;TA;1;No;569;1328;0;TA;143000;9790;Norm;NWAmes
5;5;CompShg;0;621;TA;1;Av;812;1582;0;TA;190000;36500;Norm;ClearCr
8;5;CompShg;0;0;Gd;0;No;1158;1659;0;Ex;278000;5664;Norm;StoneBr
8;5;CompShg;0;788;Gd;0;Mn;0;1120;850;Ex;281000;11065;Norm;NridgHt
5;7;CompShg;0;86;TA;1;Av;1014;1152;0;TA;180500;14112;Norm;NAmes
5;7;CompShg;0;268;TA;1;No;231;630;672;TA;119500;1680;Norm;BrDale
5;4;CompShg;0;0;TA;1;No;0;1378;994;TA;107500;6600;Norm;OldTown
7;5;CompShg;0;0;TA;1;No;194;832;832;TA;162900;10140;Norm;NWAmes
5;7;CompShg;0;0;TA;1;No;167;864;0;TA;115000;8172;Norm;Edwards
5;5;CompShg;0;168;TA;1;Av;1016;1052;0;TA;138500;8400;Norm;NAmes
5;6;CompShg;0;148;TA;1;Mn;776;1128;0;TA;155000;8700;Norm;NAmes
6;5;CompShg;0;82;TA;1;Gd;547;1072;0;TA;140000;3675;Norm;Edwards
10;5;ClyTile;6;796;Ex;2;Gd;5644;4692;950;Ex;160000;63887;Norm;Edwards
5;7;CompShg;0;0;TA;1;No;340;1246;0;Gd;154000;7500;Norm;NAmes
7;5;CompShg;0;344;Gd;0;No;694;1005;978;Gd;225000;10762;Norm;Gilbert
6;7;CompShg;0;0;TA;1;No;547;753;741;Gd;177500;7500;Norm;Crawfor
8;5;CompShg;0;391;Gd;0;No;740;1203;1323;Gd;290000;10120;Norm;NoRidge
7;5;CompShg;0;228;Gd;0;Av;0;1616;0;Gd;232000;8688;Norm;Somerst
7;5;CompShg;0;117;Gd;0;No;0;976;732;Gd;130000;3363;Norm;Edwards
9;5;CompShg;0;300;Gd;0;No;1572;1652;0;Ex;325000;13173;Norm;NridgHt
7;5;CompShg;0;94;Gd;0;No;0;1368;0;Gd;202500;6955;Norm;NridgHt
5;5;CompShg;0;0;TA;1;No;746;990;0;TA;138000;8072;Norm;CollgCr
5;7;CompShg;0;0;TA;1;No;144;1122;0;Gd;147000;12000;Norm;OldTown
6;5;CompShg;0;88;TA;1;No;1200;1294;0;Gd;179200;7153;Norm;SawyerW
7;8;CompShg;0;0;Gd;0;Av;1406;1902;0;Ex;335000;17500;Norm;Crawfor
7;5;CompShg;0;80;Gd;0;No;925;1274;0;Gd;203000;8814;Norm;CollgCr
8;5;CompShg;0;336;Gd;0;No;482;1453;1357;Gd;302000;9572;Norm;NoRidge
9;5;CompShg;0;165;Gd;0;No;0;1422;1177;Gd;333168;14774;Norm;NoRidge
4;6;CompShg;0;0;TA;1;No;732;948;0;TA;119000;8190;Norm;Edwards
6;5;CompShg;0;0;TA;1;Mn;500;1092;1020;TA;206900;11075;Norm;NAmes
8;5;CompShg;0;270;Gd;0;Gd;0;1630;0;Ex;295493;10226;Norm;CollgCr
7;5;CompShg;0;0;Gd;0;No;0;1352;0;Gd;208900;4230;Norm;Somerst
8;5;CompShg;0;178;Gd;0;Gd;0;1787;0;Gd;275000;14781;Norm;CollgCr
4;5;CompShg;0;132;TA;1;No;492;948;0;TA;111000;10215;Norm;Edwards
6;3;CompShg;0;0;TA;1;No;189;1478;0;TA;156500;8400;Norm;NAmes
3;6;CompShg;0;0;TA;1;NA;0;720;0;TA;72500;6627;Norm;BrkSide
7;5;CompShg;0;0;Gd;0;No;674;1061;862;Gd;190000;10186;Norm;NoRidge
4;7;CompShg;0;0;Fa;3;No;280;708;0;Fa;82500;5330;Norm;BrkSide
8;5;CompShg;0;428;Gd;0;Av;0;1795;0;Gd;147000;9986;Norm;Somerst
4;4;CompShg;0;0;TA;1;No;0;796;0;TA;55000;3636;Norm;IDOTRR
3;6;CompShg;0;0;TA;1;No;544;774;0;Gd;79000;4270;Norm;Edwards
5;9;CompShg;0;0;Gd;0;No;641;816;0;Gd;130500;6600;Norm;Mitchel
6;7;CompShg;0;0;Gd;0;No;493;1584;1208;TA;256000;10440;Norm;OldTown
7;5;CompShg;0;0;TA;1;No;0;955;677;TA;176500;9084;Norm;Gilbert
8;5;CompShg;0;410;Gd;0;Av;0;1588;0;Gd;227000;10000;Norm;Somerst
5;5;CompShg;0;0;TA;1;Av;483;954;0;TA;132500;10780;Norm;CollgCr
4;6;CompShg;0;0;TA;1;Mn;690;816;0;TA;100000;8877;Norm;Edwards
5;6;CompShg;0;0;TA;1;No;0;803;557;Gd;125500;7200;Norm;IDOTRR
5;6;CompShg;0;312;TA;1;No;765;765;600;TA;125000;2368;Norm;BrDale
6;5;CompShg;0;360;TA;1;No;686;1334;0;TA;167900;9650;Norm;NWAmes
5;5;CompShg;0;564;TA;1;No;0;1656;0;TA;135000;9246;Norm;NWAmes
4;4;CompShg;0;0;TA;1;No;0;693;0;Fa;52500;4118;Norm;OldTown
7;5;CompShg;0;0;Gd;0;No;700;920;941;Gd;200000;13450;Norm;CollgCr
5;7;CompShg;0;0;TA;1;Mn;360;864;0;TA;128500;9560;Norm;CollgCr
4;5;CompShg;0;0;TA;1;No;0;872;0;TA;123000;8294;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;814;1114;0;Gd;155000;13695;Norm;SawyerW
8;5;CompShg;0;149;Gd;0;No;0;1284;885;Gd;228500;9375;Norm;CollgCr
6;6;CompShg;0;0;TA;1;No;0;1172;741;TA;177000;7558;Norm;Crawfor
7;5;CompShg;0;0;Gd;0;No;0;728;728;Gd;155835;11103;Norm;CollgCr
4;4;CompShg;0;0;TA;1;No;250;960;0;Fa;108500;6000;Norm;OldTown
7;7;CompShg;0;0;TA;1;No;297;2156;0;TA;262500;20781;Norm;NWAmes
8;5;CompShg;0;100;Gd;0;Gd;80;1776;0;Gd;283463;15306;Norm;Timber
7;5;CompShg;0;0;Gd;0;Gd;1443;1494;0;Gd;215000;16196;Norm;SawyerW
8;5;CompShg;0;0;TA;1;No;259;938;1215;TA;122000;5250;Norm;OldTown
5;5;CompShg;0;368;TA;1;No;500;1338;1296;TA;200000;11643;Norm;NAmes
6;6;CompShg;0;318;TA;1;No;319;858;858;TA;171000;9247;Norm;NAmes
6;9;CompShg;0;0;Gd;0;No;0;786;390;TA;134900;6000;Norm;BrkSide
8;5;CompShg;0;579;Gd;0;Av;816;2053;1185;Gd;410000;14720;Norm;NoRidge
7;5;CompShg;0;0;Gd;0;No;735;992;873;Gd;235000;10316;Norm;CollgCr
7;6;CompShg;0;143;TA;1;No;0;1222;698;Gd;170000;10192;Norm;NWAmes
5;5;CompShg;0;65;TA;1;No;340;892;0;TA;110000;9477;Norm;NAmes
5;6;CompShg;0;0;TA;1;No;734;1078;0;TA;149900;12537;Norm;NAmes
6;5;CompShg;0;216;Gd;0;No;378;769;804;Gd;177500;2117;Norm;Somerst
9;5;CompShg;0;66;Gd;0;Av;1447;1980;0;Ex;315000;16737;Norm;NridgHt
5;6;CompShg;0;0;TA;1;No;0;990;1611;TA;189000;9842;Norm;SWISU
7;5;CompShg;0;16;Gd;0;Av;1274;1530;0;Gd;260000;16158;Norm;StoneBr
4;4;CompShg;0;0;TA;1;No;0;1281;457;TA;104900;12513;Norm;NAmes
6;5;CompShg;0;0;TA;1;No;0;616;796;Gd;156932;8499;Norm;Gilbert
7;5;CompShg;0;0;Gd;0;No;0;520;600;Gd;144152;3180;Norm;Somerst
7;5;CompShg;0;0;Gd;0;No;533;814;860;Gd;216000;7500;Norm;Somerst
7;5;CompShg;0;158;Gd;0;No;633;882;908;Gd;193000;9179;Norm;CollgCr
5;6;CompShg;0;0;TA;1;No;548;925;550;TA;127000;2665;Norm;MeadowV
6;5;CompShg;0;170;Gd;0;Av;685;848;0;Gd;144000;4435;Norm;CollgCr
8;5;CompShg;0;171;Gd;0;Av;370;1668;0;Gd;232000;10635;Norm;CollgCr
4;6;CompShg;0;0;Fa;3;No;315;840;534;TA;105000;5400;Norm;OldTown
6;6;CompShg;0;0;TA;1;Av;831;1661;0;Gd;165500;9600;Norm;NAmes
7;6;CompShg;0;0;TA;1;Av;975;1108;989;Gd;274300;9750;Norm;CollgCr
10;5;CompShg;0;705;Ex;2;Gd;1282;2633;0;Ex;466500;11400;Norm;NoRidge
7;5;CompShg;0;0;Gd;0;No;0;1026;932;Gd;250000;10625;Norm;Somerst
8;5;CompShg;0;80;Gd;0;Gd;0;1571;0;Gd;239000;10991;Norm;Timber
6;5;CompShg;0;0;TA;1;Mn;384;790;0;TA;91000;6292;Norm;SWISU
5;5;CompShg;0;0;TA;1;No;408;984;620;TA;117000;10998;Norm;Edwards
6;5;CompShg;0;408;TA;1;No;309;483;504;TA;83000;1953;Norm;BrDale
5;5;CompShg;0;0;TA;1;No;0;754;640;Gd;167500;9735;Norm;Timber
3;3;CompShg;0;0;TA;1;No;203;864;0;TA;58500;8212;Norm;Edwards
6;7;CompShg;0;0;TA;1;Mn;865;2117;0;TA;237500;12925;Norm;NAmes
7;7;CompShg;0;0;TA;1;No;0;998;764;Gd;157000;7200;Norm;OldTown
5;7;CompShg;0;0;TA;1;No;0;1416;0;Gd;112000;25339;Norm;Sawyer
6;5;CompShg;0;0;TA;1;Mn;204;698;560;TA;105000;9060;Norm;Edwards
4;8;CompShg;0;0;TA;1;No;735;796;358;Gd;125500;5436;Norm;IDOTRR
7;5;CompShg;0;184;TA;1;No;790;1392;1392;Gd;250000;16692;Norm;NWAmes
6;7;CompShg;0;0;TA;1;No;168;1664;862;Gd;136000;8520;Norm;OldTown
9;5;CompShg;0;160;Ex;2;Gd;1320;1746;0;Ex;377500;14892;Norm;Gilbert
6;6;CompShg;0;0;TA;1;No;375;869;349;TA;131000;6000;Norm;BrkSide
7;5;CompShg;0;244;Gd;0;Av;1400;1525;0;Gd;235000;9100;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;0;1584;0;TA;124000;8944;Norm;NAmes
5;5;CompShg;0;0;TA;1;Av;769;900;0;TA;123000;7838;Norm;NAmes
6;7;CompShg;0;0;TA;1;No;0;1221;691;TA;163000;10800;Norm;OldTown
7;5;CompShg;0;45;Gd;0;Av;1070;1500;0;Gd;246578;4045;Norm;Blmngtn
8;5;CompShg;0;245;Gd;0;Gd;0;1133;1349;Gd;281213;12665;Norm;Timber
5;5;CompShg;0;0;TA;1;Av;353;1687;0;TA;160000;57200;Norm;Timber
5;8;CompShg;0;0;TA;1;Mn;0;939;574;TA;137500;6120;Norm;BrkSide
5;4;CompShg;0;0;TA;1;No;180;1136;768;TA;138000;7200;Norm;NAmes
6;6;CompShg;0;0;TA;1;No;264;1160;448;Gd;137450;6171;Norm;SWISU
6;7;CompShg;0;0;TA;1;No;0;950;208;TA;120000;6000;Norm;BrkSide
6;5;CompShg;0;0;TA;1;No;759;864;729;TA;193000;7415;Norm;Gilbert
7;5;CompShg;0;0;Gd;0;Av;0;1294;0;Gd;193879;6762;Norm;CollgCr
8;5;CompShg;0;84;Gd;0;Gd;929;1464;0;Gd;282922;15256;Norm;Somerst
3;4;CompShg;0;0;TA;1;No;0;694;520;TA;105000;10410;Norm;OldTown
8;5;CompShg;0;174;Gd;0;Gd;1373;1646;0;Gd;275000;3842;Norm;Crawfor
5;7;CompShg;0;0;TA;1;Av;656;768;0;TA;133000;8445;Norm;CollgCr
5;5;CompShg;0;0;TA;1;No;625;833;0;TA;112000;8780;Norm;Mitchel
4;7;CompShg;0;0;TA;1;No;0;741;622;TA;125500;7740;Norm;OldTown
7;6;CompShg;0;123;TA;1;No;0;1236;857;TA;215000;20544;Norm;NWAmes
7;5;CompShg;0;0;Gd;0;No;666;944;896;Gd;230000;12420;Norm;CollgCr
6;8;CompShg;0;0;TA;1;No;120;1112;556;TA;140000;9600;Norm;NAmes
4;5;CompShg;0;0;TA;1;NA;0;1040;0;TA;90000;7200;Norm;NAmes
8;5;CompShg;0;366;Gd;0;No;976;1844;0;Gd;257000;10994;Norm;SawyerW
6;7;CompShg;0;0;TA;1;No;0;1053;795;Gd;207000;13053;Norm;BrkSide
7;5;CompShg;0;130;Gd;0;No;988;1569;0;Gd;175900;3635;Norm;Blmngtn
4;6;CompShg;0;0;TA;1;No;0;1246;1044;TA;122500;11340;Norm;OldTown
8;5;CompShg;0;731;Gd;0;Mn;781;1310;1140;Gd;340000;16545;Norm;NoRidge
5;5;CompShg;0;0;TA;1;No;25;1144;0;TA;124000;9204;Norm;NAmes
6;5;CompShg;0;312;Gd;0;Av;1110;1844;0;Gd;223000;16381;Norm;Crawfor
6;6;CompShg;0;420;TA;1;No;404;708;708;TA;179900;11700;Norm;NWAmes
6;5;CompShg;0;0;TA;1;No;360;1069;0;TA;127500;4043;Norm;NPkVill
6;5;CompShg;0;170;Gd;0;Av;686;848;0;Gd;136500;4435;Norm;CollgCr
6;7;Tar&Grv;7;0;Gd;0;Av;0;1575;626;Gd;274970;19690;Norm;Edwards
5;5;CompShg;0;0;TA;1;No;457;1344;0;TA;144000;9503;Norm;NAmes
6;6;CompShg;0;243;Gd;0;No;0;1252;0;Gd;142000;10721;Norm;NAmes
7;5;CompShg;0;448;Gd;0;No;1000;1223;904;Gd;271000;10944;Norm;NoRidge
5;6;CompShg;0;0;TA;1;No;580;1048;510;TA;140000;10930;Norm;NAmes
5;7;CompShg;0;294;TA;1;No;510;804;0;Gd;119000;7200;Norm;OldTown
6;7;CompShg;0;310;Gd;0;No;678;1440;0;Gd;182900;12546;Norm;NWAmes
5;5;CompShg;0;0;Gd;0;Av;0;734;1104;TA;192140;21930;Norm;Gilbert
6;6;CompShg;0;0;TA;1;No;958;958;0;TA;143750;4928;Norm;NPkVill
4;6;CompShg;0;0;TA;1;No;0;968;0;TA;64500;10800;Norm;OldTown
6;5;CompShg;0;318;TA;1;No;0;962;830;TA;186500;10261;Norm;Gilbert
5;5;CompShg;0;0;TA;1;No;936;1126;0;TA;160000;17400;Norm;Mitchel
6;9;CompShg;0;237;Gd;0;No;0;1537;0;Gd;174000;8400;Norm;NAmes
4;6;CompShg;0;0;TA;1;No;616;864;0;TA;120500;9000;Norm;NAmes
8;5;CompShg;0;426;Ex;2;Av;1336;1932;0;Ex;394617;12444;Norm;NridgHt
6;7;CompShg;0;0;TA;1;No;600;1236;0;TA;149700;7407;Norm;OldTown
7;6;CompShg;0;96;TA;1;No;315;1040;685;TA;197000;11584;Norm;NWAmes
6;7;CompShg;0;0;TA;1;No;0;1423;748;TA;191000;11526;Norm;Crawfor
6;5;CompShg;0;147;Gd;0;Av;697;848;0;Gd;149300;4426;Norm;CollgCr
10;5;CompShg;0;160;Ex;2;Av;765;1026;981;Ex;310000;11003;Norm;Somerst
6;6;CompShg;0;0;TA;1;No;0;952;0;Fa;121000;8854;Norm;BrkSide
7;5;CompShg;0;106;Gd;0;Av;0;1422;0;Gd;179600;8500;Norm;CollgCr
6;5;CompShg;0;0;TA;1;Gd;187;913;0;TA;129000;8400;Norm;Sawyer
5;7;CompShg;0;189;TA;1;No;593;1188;0;TA;157900;26142;Norm;Mitchel
8;5;CompShg;0;438;Gd;0;No;1079;1220;870;Gd;240000;10000;Norm;CollgCr
4;7;CompShg;0;0;TA;1;No;0;796;550;TA;112000;11767;Norm;Edwards
5;7;CompShg;0;0;TA;1;Av;553;630;0;Ex;92000;1533;Norm;MeadowV
5;5;CompShg;0;0;TA;1;No;0;896;896;TA;136000;9000;Norm;NAmes
8;5;CompShg;0;194;Gd;0;No;0;1578;0;Ex;287090;9262;Norm;Somerst
5;5;CompShg;0;80;TA;1;Gd;547;1072;0;TA;145000;3675;Norm;Edwards
5;5;CompShg;0;0;TA;1;No;0;1140;0;TA;84500;17217;Norm;Mitchel
7;5;CompShg;0;0;Gd;0;No;410;1221;0;Gd;185000;7500;Norm;Somerst
6;5;CompShg;0;0;TA;1;No;0;953;694;TA;175000;7917;Norm;Gilbert
6;6;CompShg;0;119;TA;1;No;790;2073;0;TA;210000;13175;Norm;NWAmes
7;9;CompShg;0;0;Ex;2;No;275;1188;1152;Gd;266500;9042;Norm;Crawfor
5;6;CompShg;0;0;TA;1;Mn;49;1078;0;Gd;142125;9717;Norm;NAmes
5;6;CompShg;0;0;Gd;0;No;830;1256;0;TA;147500;9937;Norm;Edwards
